CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRIPTION	MODEL
Chr4	17902412	17903413	+	"ID=AT4G38160.1-Protein;Name=AT4G38160.1;Derives_from=AT4G38160.1"	AT4G38160.1
Chr4	17902412	17903784	+	"ID=AT4G38160.2-Protein;Name=AT4G38160.2;Derives_from=AT4G38160.2"	AT4G38160.2
Chr4	17902412	17903904	+	"ID=AT4G38160.3-Protein;Name=AT4G38160.3;Derives_from=AT4G38160.3"	AT4G38160.3
Chr4	17904613	17906439	+	"ID=AT4G38170.1-Protein;Name=AT4G38170.1;Derives_from=AT4G38170.1"	AT4G38170.1
Chr4	17906702	17909404	-	"ID=AT4G38180.1-Protein;Name=AT4G38180.1;Derives_from=AT4G38180.1"	AT4G38180.1
Chr4	17910096	17913641	-	"ID=AT4G38190.1-Protein;Name=AT4G38190.1;Derives_from=AT4G38190.1"	AT4G38190.1
Chr4	17915293	17922502	+	"ID=AT4G38200.1-Protein;Name=AT4G38200.1;Derives_from=AT4G38200.1"	AT4G38200.1
Chr4	17922975	17923821	-	"ID=AT4G38210.1-Protein;Name=AT4G38210.1;Derives_from=AT4G38210.1"	AT4G38210.1
Chr4	17925251	17926919	+	"ID=AT4G38220.1-Protein;Name=AT4G38220.1;Derives_from=AT4G38220.1"	AT4G38220.1
Chr4	17925251	17926919	+	"ID=AT4G38220.2-Protein;Name=AT4G38220.2;Derives_from=AT4G38220.2"	AT4G38220.2
Chr4	17927230	17928613	+	"ID=AT4G38225.1-Protein;Name=AT4G38225.1;Derives_from=AT4G38225.1"	AT4G38225.1
Chr4	17927230	17928274	+	"ID=AT4G38225.2-Protein;Name=AT4G38225.2;Derives_from=AT4G38225.2"	AT4G38225.2
Chr4	17927230	17928782	+	"ID=AT4G38225.3-Protein;Name=AT4G38225.3;Derives_from=AT4G38225.3"	AT4G38225.3
Chr4	17928994	17930486	-	"ID=AT4G38230.1-Protein;Name=AT4G38230.1;Derives_from=AT4G38230.1"	AT4G38230.1
Chr4	17928994	17931101	-	"ID=AT4G38230.2-Protein;Name=AT4G38230.2;Derives_from=AT4G38230.2"	AT4G38230.2
Chr4	17928994	17930918	-	"ID=AT4G38230.3-Protein;Name=AT4G38230.3;Derives_from=AT4G38230.3"	AT4G38230.3
Chr4	17932006	17935209	-	"ID=AT4G38240.1-Protein;Name=AT4G38240.1;Derives_from=AT4G38240.1"	AT4G38240.1
Chr4	17932006	17935209	-	"ID=AT4G38240.2-Protein;Name=AT4G38240.2;Derives_from=AT4G38240.2"	AT4G38240.2
Chr4	17932006	17935209	-	"ID=AT4G38240.3-Protein;Name=AT4G38240.3;Derives_from=AT4G38240.3"	AT4G38240.3
Chr4	17935533	17936843	+	"ID=AT4G38250.1-Protein;Name=AT4G38250.1;Derives_from=AT4G38250.1"	AT4G38250.1
Chr4	17937077	17938210	-	"ID=AT4G38260.1-Protein;Name=AT4G38260.1;Derives_from=AT4G38260.1"	AT4G38260.1
Chr4	17938433	17941410	+	"ID=AT4G38270.1-Protein;Name=AT4G38270.1;Derives_from=AT4G38270.1"	AT4G38270.1
Chr4	17938433	17941410	+	"ID=AT4G38270.2-Protein;Name=AT4G38270.2;Derives_from=AT4G38270.2"	AT4G38270.2
Chr4	17942034	17942864	+	"ID=AT4G38280.1-Protein;Name=AT4G38280.1;Derives_from=AT4G38280.1"	AT4G38280.1
Chr4	17942871	17943909	+	"ID=AT4G38290.1-Protein;Name=AT4G38290.1;Derives_from=AT4G38290.1"	AT4G38290.1
Chr4	17944556	17945491	-	"ID=AT4G38300.1-Protein;Name=AT4G38300.1;Derives_from=AT4G38300.1"	AT4G38300.1
Chr4	17948482	17948844	+	"ID=AT4G38310.1-Protein;Name=AT4G38310.1;Derives_from=AT4G38310.1"	AT4G38310.1
Chr4	17949078	17950383	+	"ID=AT4G38320.1-Protein;Name=AT4G38320.1;Derives_from=AT4G38320.1"	AT4G38320.1
Chr4	17952294	17952540	+	"ID=AT4G38330.1-Protein;Name=AT4G38330.1;Derives_from=AT4G38330.1"	AT4G38330.1
Chr4	17954710	17957828	+	"ID=AT4G38340.1-Protein;Name=AT4G38340.1;Derives_from=AT4G38340.1"	AT4G38340.1
Chr4	17958324	17966846	-	"ID=AT4G38350.1-Protein;Name=AT4G38350.1;Derives_from=AT4G38350.1"	AT4G38350.1
Chr4	17958324	17966846	-	"ID=AT4G38350.2-Protein;Name=AT4G38350.2;Derives_from=AT4G38350.2"	AT4G38350.2
Chr4	17967389	17969170	+	"ID=AT4G38360.1-Protein;Name=AT4G38360.1;Derives_from=AT4G38360.1"	AT4G38360.1
Chr4	17967389	17969798	+	"ID=AT4G38360.2-Protein;Name=AT4G38360.2;Derives_from=AT4G38360.2"	AT4G38360.2
Chr4	17970112	17971222	-	"ID=AT4G38370.1-Protein;Name=AT4G38370.1;Derives_from=AT4G38370.1"	AT4G38370.1
Chr4	17971855	17974787	-	"ID=AT4G38380.1-Protein;Name=AT4G38380.1;Derives_from=AT4G38380.1"	AT4G38380.1
Chr4	17976042	17978380	+	"ID=AT4G38390.1-Protein;Name=AT4G38390.1;Derives_from=AT4G38390.1"	AT4G38390.1
Chr4	17978675	17979665	-	"ID=AT4G38400.1-Protein;Name=AT4G38400.1;Derives_from=AT4G38400.1"	AT4G38400.1
Chr4	17979763	17979885	-	"ID=AT4G38401.1-Protein;Name=AT4G38401.1;Derives_from=AT4G38401.1"	AT4G38401.1
Chr4	17980417	17980557	-	"ID=AT4G38405.1-Protein;Name=AT4G38405.1;Derives_from=AT4G38405.1"	AT4G38405.1
Chr4	17981025	17981604	+	"ID=AT4G38410.1-Protein;Name=AT4G38410.1;Derives_from=AT4G38410.1"	AT4G38410.1
Chr4	17982840	17985173	+	"ID=AT4G38420.1-Protein;Name=AT4G38420.1;Derives_from=AT4G38420.1"	AT4G38420.1
Chr4	17986643	17988659	+	"ID=AT4G38430.1-Protein;Name=AT4G38430.1;Derives_from=AT4G38430.1"	AT4G38430.1
Chr4	17989115	17994549	+	"ID=AT4G38440.1-Protein;Name=AT4G38440.1;Derives_from=AT4G38440.1"	AT4G38440.1
Chr4	17994849	17995974	+	"ID=AT4G38460.1-Protein;Name=AT4G38460.1;Derives_from=AT4G38460.1"	AT4G38460.1
Chr4	17999432	18003551	+	"ID=AT4G38470.1-Protein;Name=AT4G38470.1;Derives_from=AT4G38470.1"	AT4G38470.1
Chr4	18003957	18006002	+	"ID=AT4G38480.1-Protein;Name=AT4G38480.1;Derives_from=AT4G38480.1"	AT4G38480.1
Chr4	18006385	18007203	+	"ID=AT4G38490.1-Protein;Name=AT4G38490.1;Derives_from=AT4G38490.1"	AT4G38490.1
Chr4	18007466	18008025	-	"ID=AT4G38495.1-Protein;Name=AT4G38495.1;Derives_from=AT4G38495.1"	AT4G38495.1
Chr4	18008418	18010693	+	"ID=AT4G38500.1-Protein;Name=AT4G38500.1;Derives_from=AT4G38500.1"	AT4G38500.1
Chr4	18011155	18014789	-	"ID=AT4G38510.1-Protein;Name=AT4G38510.1;Derives_from=AT4G38510.1"	AT4G38510.1
Chr4	18011155	18014789	-	"ID=AT4G38510.2-Protein;Name=AT4G38510.2;Derives_from=AT4G38510.2"	AT4G38510.2
Chr4	18011155	18014789	-	"ID=AT4G38510.3-Protein;Name=AT4G38510.3;Derives_from=AT4G38510.3"	AT4G38510.3
Chr4	18011155	18014789	-	"ID=AT4G38510.4-Protein;Name=AT4G38510.4;Derives_from=AT4G38510.4"	AT4G38510.4
Chr4	18011155	18014897	-	"ID=AT4G38510.5-Protein;Name=AT4G38510.5;Derives_from=AT4G38510.5"	AT4G38510.5
Chr4	18015999	18017514	-	"ID=AT4G38520.1-Protein;Name=AT4G38520.1;Derives_from=AT4G38520.1"	AT4G38520.1
Chr4	18015999	18017514	-	"ID=AT4G38520.2-Protein;Name=AT4G38520.2;Derives_from=AT4G38520.2"	AT4G38520.2
Chr4	18020708	18022898	+	"ID=AT4G38530.1-Protein;Name=AT4G38530.1;Derives_from=AT4G38530.1"	AT4G38530.1
Chr4	18023187	18024827	+	"ID=AT4G38540.1-Protein;Name=AT4G38540.1;Derives_from=AT4G38540.1"	AT4G38540.1
Chr4	18025886	18028546	+	"ID=AT4G38550.1-Protein;Name=AT4G38550.1;Derives_from=AT4G38550.1"	AT4G38550.1
Chr4	18029275	18031191	+	"ID=AT4G38560.1-Protein;Name=AT4G38560.1;Derives_from=AT4G38560.1"	AT4G38560.1
Chr4	18029275	18031191	+	"ID=AT4G38560.2-Protein;Name=AT4G38560.2;Derives_from=AT4G38560.2"	AT4G38560.2
Chr4	18031420	18033091	-	"ID=AT4G38570.1-Protein;Name=AT4G38570.1;Derives_from=AT4G38570.1"	AT4G38570.1
Chr4	18031420	18033091	-	"ID=AT4G38570.2-Protein;Name=AT4G38570.2;Derives_from=AT4G38570.2"	AT4G38570.2
Chr4	18034596	18035693	+	"ID=AT4G38580.1-Protein;Name=AT4G38580.1;Derives_from=AT4G38580.1"	AT4G38580.1
Chr4	18036395	18040928	+	"ID=AT4G38590.1-Protein;Name=AT4G38590.1;Derives_from=AT4G38590.1"	AT4G38590.1
Chr4	18036116	18040928	+	"ID=AT4G38590.2-Protein;Name=AT4G38590.2;Derives_from=AT4G38590.2"	AT4G38590.2
Chr4	18041503	18049292	-	"ID=AT4G38600.1-Protein;Name=AT4G38600.1;Derives_from=AT4G38600.1"	AT4G38600.1
Chr4	18041503	18049073	-	"ID=AT4G38600.2-Protein;Name=AT4G38600.2;Derives_from=AT4G38600.2"	AT4G38600.2
Chr4	18053866	18054876	+	"ID=AT4G38620.1-Protein;Name=AT4G38620.1;Derives_from=AT4G38620.1"	AT4G38620.1
Chr4	18057357	18059459	-	"ID=AT4G38630.1-Protein;Name=AT4G38630.1;Derives_from=AT4G38630.1"	AT4G38630.1
Chr4	18059884	18062091	-	"ID=AT4G38640.1-Protein;Name=AT4G38640.1;Derives_from=AT4G38640.1"	AT4G38640.1
Chr4	18063377	18065769	+	"ID=AT4G38650.1-Protein;Name=AT4G38650.1;Derives_from=AT4G38650.1"	AT4G38650.1
Chr4	18066448	18067984	-	"ID=AT4G38660.1-Protein;Name=AT4G38660.1;Derives_from=AT4G38660.1"	AT4G38660.1
Chr4	18066448	18067792	-	"ID=AT4G38660.2-Protein;Name=AT4G38660.2;Derives_from=AT4G38660.2"	AT4G38660.2
Chr4	18069856	18071227	-	"ID=AT4G38670.1-Protein;Name=AT4G38670.1;Derives_from=AT4G38670.1"	AT4G38670.1
Chr4	18069856	18071227	-	"ID=AT4G38670.2-Protein;Name=AT4G38670.2;Derives_from=AT4G38670.2"	AT4G38670.2
Chr4	18069856	18071227	-	"ID=AT4G38670.3-Protein;Name=AT4G38670.3;Derives_from=AT4G38670.3"	AT4G38670.3
Chr4	18072240	18072851	-	"ID=AT4G38680.1-Protein;Name=AT4G38680.1;Derives_from=AT4G38680.1"	AT4G38680.1
Chr4	18074743	18075699	-	"ID=AT4G38690.1-Protein;Name=AT4G38690.1;Derives_from=AT4G38690.1"	AT4G38690.1
Chr4	18076583	18077155	-	"ID=AT4G38700.1-Protein;Name=AT4G38700.1;Derives_from=AT4G38700.1"	AT4G38700.1
Chr4	18078141	18080002	-	"ID=AT4G38710.1-Protein;Name=AT4G38710.1;Derives_from=AT4G38710.1"	AT4G38710.1
Chr4	18078141	18080002	-	"ID=AT4G38710.2-Protein;Name=AT4G38710.2;Derives_from=AT4G38710.2"	AT4G38710.2
Chr4	18080484	18082305	-	"ID=AT4G38730.1-Protein;Name=AT4G38730.1;Derives_from=AT4G38730.1"	AT4G38730.1
Chr4	18083620	18084138	-	"ID=AT4G38740.1-Protein;Name=AT4G38740.1;Derives_from=AT4G38740.1"	AT4G38740.1
Chr4	18085033	18096166	-	"ID=AT4G38760.1-Protein;Name=AT4G38760.1;Derives_from=AT4G38760.1"	AT4G38760.1
Chr4	18097009	18098448	-	"ID=AT4G38770.1-Protein;Name=AT4G38770.1;Derives_from=AT4G38770.1"	AT4G38770.1
Chr4	18101438	18111029	-	"ID=AT4G38780.1-Protein;Name=AT4G38780.1;Derives_from=AT4G38780.1"	AT4G38780.1
Chr4	18111041	18111193	-	"ID=AT4G38781.1-Protein;Name=AT4G38781.1;Derives_from=AT4G38781.1"	AT4G38781.1
Chr4	18111426	18112977	+	"ID=AT4G38790.1-Protein;Name=AT4G38790.1;Derives_from=AT4G38790.1"	AT4G38790.1
Chr4	18113355	18114996	-	"ID=AT4G38800.1-Protein;Name=AT4G38800.1;Derives_from=AT4G38800.1"	AT4G38800.1
Chr4	18115607	18116999	-	"ID=AT4G38810.1-Protein;Name=AT4G38810.1;Derives_from=AT4G38810.1"	AT4G38810.1
Chr4	18115607	18118860	-	"ID=AT4G38810.2-Protein;Name=AT4G38810.2;Derives_from=AT4G38810.2"	AT4G38810.2
Chr4	18121631	18121852	-	"ID=AT4G38820.1-Protein;Name=AT4G38820.1;Derives_from=AT4G38820.1"	AT4G38820.1
Chr4	18121612	18121881	+	"ID=AT4G38825.1-Protein;Name=AT4G38825.1;Derives_from=AT4G38825.1"	AT4G38825.1
Chr4	18122339	18124943	+	"ID=AT4G38830.1-Protein;Name=AT4G38830.1;Derives_from=AT4G38830.1"	AT4G38830.1
Chr4	18125174	18125473	-	"ID=AT4G38840.1-Protein;Name=AT4G38840.1;Derives_from=AT4G38840.1"	AT4G38840.1
Chr4	18126257	18126526	+	"ID=AT4G38850.1-Protein;Name=AT4G38850.1;Derives_from=AT4G38850.1"	AT4G38850.1
Chr4	18130357	18130674	+	"ID=AT4G38860.1-Protein;Name=AT4G38860.1;Derives_from=AT4G38860.1"	AT4G38860.1
Chr4	18132583	18133863	-	"ID=AT4G38870.1-Protein;Name=AT4G38870.1;Derives_from=AT4G38870.1"	AT4G38870.1
Chr4	18134116	18135714	+	"ID=AT4G38880.1-Protein;Name=AT4G38880.1;Derives_from=AT4G38880.1"	AT4G38880.1
Chr4	18135909	18139100	-	"ID=AT4G38890.1-Protein;Name=AT4G38890.1;Derives_from=AT4G38890.1"	AT4G38890.1
Chr4	18139564	18141520	-	"ID=AT4G38900.1-Protein;Name=AT4G38900.1;Derives_from=AT4G38900.1"	AT4G38900.1
Chr4	18139564	18141520	-	"ID=AT4G38900.2-Protein;Name=AT4G38900.2;Derives_from=AT4G38900.2"	AT4G38900.2
Chr4	18139564	18141520	-	"ID=AT4G38900.3-Protein;Name=AT4G38900.3;Derives_from=AT4G38900.3"	AT4G38900.3
Chr4	18145478	18146254	-	"ID=AT4G38910.1-Protein;Name=AT4G38910.1;Derives_from=AT4G38910.1"	AT4G38910.1
Chr4	18145478	18146429	-	"ID=AT4G38910.2-Protein;Name=AT4G38910.2;Derives_from=AT4G38910.2"	AT4G38910.2
Chr4	18147330	18148853	+	"ID=AT4G38920.1-Protein;Name=AT4G38920.1;Derives_from=AT4G38920.1"	AT4G38920.1
Chr4	18149907	18151616	+	"ID=AT4G38930.1-Protein;Name=AT4G38930.1;Derives_from=AT4G38930.1"	AT4G38930.1
Chr4	18149907	18151616	+	"ID=AT4G38930.2-Protein;Name=AT4G38930.2;Derives_from=AT4G38930.2"	AT4G38930.2
Chr4	18152848	18153960	+	"ID=AT4G38940.1-Protein;Name=AT4G38940.1;Derives_from=AT4G38940.1"	AT4G38940.1
Chr4	18154606	18158461	-	"ID=AT4G38950.1-Protein;Name=AT4G38950.1;Derives_from=AT4G38950.1"	AT4G38950.1
Chr4	18154606	18158461	-	"ID=AT4G38950.2-Protein;Name=AT4G38950.2;Derives_from=AT4G38950.2"	AT4G38950.2
Chr4	18161576	18163045	+	"ID=AT4G38960.1-Protein;Name=AT4G38960.1;Derives_from=AT4G38960.1"	AT4G38960.1
Chr4	18162300	18163045	+	"ID=AT4G38960.2-Protein;Name=AT4G38960.2;Derives_from=AT4G38960.2"	AT4G38960.2
Chr4	18161576	18163045	+	"ID=AT4G38960.3-Protein;Name=AT4G38960.3;Derives_from=AT4G38960.3"	AT4G38960.3
Chr4	18163714	18165659	-	"ID=AT4G38970.1-Protein;Name=AT4G38970.1;Derives_from=AT4G38970.1"	AT4G38970.1
Chr4	18163769	18165659	-	"ID=AT4G38970.2-Protein;Name=AT4G38970.2;Derives_from=AT4G38970.2"	AT4G38970.2
Chr4	18166898	18167740	-	"ID=AT4G38980.1-Protein;Name=AT4G38980.1;Derives_from=AT4G38980.1"	AT4G38980.1
Chr4	18169175	18170949	-	"ID=AT4G38990.1-Protein;Name=AT4G38990.1;Derives_from=AT4G38990.1"	AT4G38990.1
Chr4	18171722	18173797	-	"ID=AT4G39000.1-Protein;Name=AT4G39000.1;Derives_from=AT4G39000.1"	AT4G39000.1
Chr4	18176162	18179102	-	"ID=AT4G39010.1-Protein;Name=AT4G39010.1;Derives_from=AT4G39010.1"	AT4G39010.1
Chr4	18182315	18184340	+	"ID=AT4G39020.1-Protein;Name=AT4G39020.1;Derives_from=AT4G39020.1"	AT4G39020.1
Chr4	18185740	18188898	+	"ID=AT4G39030.1-Protein;Name=AT4G39030.1;Derives_from=AT4G39030.1"	AT4G39030.1
Chr4	18189249	18190535	-	"ID=AT4G39040.1-Protein;Name=AT4G39040.1;Derives_from=AT4G39040.1"	AT4G39040.1
Chr4	18189292	18190535	-	"ID=AT4G39040.2-Protein;Name=AT4G39040.2;Derives_from=AT4G39040.2"	AT4G39040.2
Chr4	18193462	18200148	+	"ID=AT4G39050.1-Protein;Name=AT4G39050.1;Derives_from=AT4G39050.1"	AT4G39050.1
Chr4	18202607	18204634	+	"ID=AT4G39060.1-Protein;Name=AT4G39060.1;Derives_from=AT4G39060.1"	AT4G39060.1
Chr4	18205061	18206421	-	"ID=AT4G39070.1-Protein;Name=AT4G39070.1;Derives_from=AT4G39070.1"	AT4G39070.1
Chr4	18209513	18214752	+	"ID=AT4G39080.1-Protein;Name=AT4G39080.1;Derives_from=AT4G39080.1"	AT4G39080.1
Chr4	18215826	18217326	-	"ID=AT4G39090.1-Protein;Name=AT4G39090.1;Derives_from=AT4G39090.1"	AT4G39090.1
Chr4	18218298	18220134	-	"ID=AT4G39100.1-Protein;Name=AT4G39100.1;Derives_from=AT4G39100.1"	AT4G39100.1
Chr4	18218712	18220134	-	"ID=AT4G39100.2-Protein;Name=AT4G39100.2;Derives_from=AT4G39100.2"	AT4G39100.2
Chr4	18222483	18225119	-	"ID=AT4G39110.1-Protein;Name=AT4G39110.1;Derives_from=AT4G39110.1"	AT4G39110.1
Chr4	18225578	18227988	-	"ID=AT4G39120.1-Protein;Name=AT4G39120.1;Derives_from=AT4G39120.1"	AT4G39120.1
Chr4	18228183	18228844	-	"ID=AT4G39130.1-Protein;Name=AT4G39130.1;Derives_from=AT4G39130.1"	AT4G39130.1
Chr4	18229637	18231282	-	"ID=AT4G39140.1-Protein;Name=AT4G39140.1;Derives_from=AT4G39140.1"	AT4G39140.1
Chr4	18229637	18231282	-	"ID=AT4G39140.2-Protein;Name=AT4G39140.2;Derives_from=AT4G39140.2"	AT4G39140.2
Chr4	18229637	18231282	-	"ID=AT4G39140.3-Protein;Name=AT4G39140.3;Derives_from=AT4G39140.3"	AT4G39140.3
Chr4	18229637	18231282	-	"ID=AT4G39140.4-Protein;Name=AT4G39140.4;Derives_from=AT4G39140.4"	AT4G39140.4
Chr4	18229637	18231282	-	"ID=AT4G39140.5-Protein;Name=AT4G39140.5;Derives_from=AT4G39140.5"	AT4G39140.5
Chr4	18233651	18235740	-	"ID=AT4G39150.1-Protein;Name=AT4G39150.1;Derives_from=AT4G39150.1"	AT4G39150.1
Chr4	18233651	18235740	-	"ID=AT4G39150.2-Protein;Name=AT4G39150.2;Derives_from=AT4G39150.2"	AT4G39150.2
Chr4	18236828	18239744	+	"ID=AT4G39160.1-Protein;Name=AT4G39160.1;Derives_from=AT4G39160.1"	AT4G39160.1
Chr4	18236828	18240433	+	"ID=AT4G39160.2-Protein;Name=AT4G39160.2;Derives_from=AT4G39160.2"	AT4G39160.2
Chr4	18240887	18243621	+	"ID=AT4G39170.1-Protein;Name=AT4G39170.1;Derives_from=AT4G39170.1"	AT4G39170.1
Chr4	18240887	18243621	+	"ID=AT4G39170.2-Protein;Name=AT4G39170.2;Derives_from=AT4G39170.2"	AT4G39170.2
Chr4	18244006	18246673	-	"ID=AT4G39180.1-Protein;Name=AT4G39180.1;Derives_from=AT4G39180.1"	AT4G39180.1
Chr4	18244006	18246673	-	"ID=AT4G39180.2-Protein;Name=AT4G39180.2;Derives_from=AT4G39180.2"	AT4G39180.2
Chr4	18252032	18252865	-	"ID=AT4G39190.1-Protein;Name=AT4G39190.1;Derives_from=AT4G39190.1"	AT4G39190.1
Chr4	18257464	18258464	+	"ID=AT4G39200.1-Protein;Name=AT4G39200.1;Derives_from=AT4G39200.1"	AT4G39200.1
Chr4	18257464	18258464	+	"ID=AT4G39200.2-Protein;Name=AT4G39200.2;Derives_from=AT4G39200.2"	AT4G39200.2
Chr4	18260332	18263181	+	"ID=AT4G39210.1-Protein;Name=AT4G39210.1;Derives_from=AT4G39210.1"	AT4G39210.1
Chr4	18264280	18265531	+	"ID=AT4G39220.1-Protein;Name=AT4G39220.1;Derives_from=AT4G39220.1"	AT4G39220.1
Chr4	18266024	18267604	-	"ID=AT4G39230.1-Protein;Name=AT4G39230.1;Derives_from=AT4G39230.1"	AT4G39230.1
Chr4	18268514	18269034	+	"ID=AT4G39235.1-Protein;Name=AT4G39235.1;Derives_from=AT4G39235.1"	AT4G39235.1
Chr4	18269599	18270726	-	"ID=AT4G39240.1-Protein;Name=AT4G39240.1;Derives_from=AT4G39240.1"	AT4G39240.1
Chr4	18271457	18271857	-	"ID=AT4G39250.1-Protein;Name=AT4G39250.1;Derives_from=AT4G39250.1"	AT4G39250.1
Chr4	18274166	18274958	-	"ID=AT4G39260.1-Protein;Name=AT4G39260.1;Derives_from=AT4G39260.1"	AT4G39260.1
Chr4	18274166	18274958	-	"ID=AT4G39260.2-Protein;Name=AT4G39260.2;Derives_from=AT4G39260.2"	AT4G39260.2
Chr4	18274166	18274958	-	"ID=AT4G39260.3-Protein;Name=AT4G39260.3;Derives_from=AT4G39260.3"	AT4G39260.3
Chr4	18274166	18274958	-	"ID=AT4G39260.4-Protein;Name=AT4G39260.4;Derives_from=AT4G39260.4"	AT4G39260.4
Chr4	18276874	18279710	+	"ID=AT4G39270.1-Protein;Name=AT4G39270.1;Derives_from=AT4G39270.1"	AT4G39270.1
Chr4	18276874	18279126	+	"ID=AT4G39270.2-Protein;Name=AT4G39270.2;Derives_from=AT4G39270.2"	AT4G39270.2
Chr4	18281641	18284831	-	"ID=AT4G39280.1-Protein;Name=AT4G39280.1;Derives_from=AT4G39280.1"	AT4G39280.1
Chr4	18280292	18284831	-	"ID=AT4G39280.2-Protein;Name=AT4G39280.2;Derives_from=AT4G39280.2"	AT4G39280.2
Chr4	18285205	18286302	-	"ID=AT4G39290.1-Protein;Name=AT4G39290.1;Derives_from=AT4G39290.1"	AT4G39290.1
Chr4	18286835	18287823	+	"ID=AT4G39300.1-Protein;Name=AT4G39300.1;Derives_from=AT4G39300.1"	AT4G39300.1
Chr4	18286835	18288156	+	"ID=AT4G39300.2-Protein;Name=AT4G39300.2;Derives_from=AT4G39300.2"	AT4G39300.2
Chr4	18289102	18289702	+	"ID=AT4G39320.1-Protein;Name=AT4G39320.1;Derives_from=AT4G39320.1"	AT4G39320.1
Chr4	18291268	18292772	+	"ID=AT4G39330.1-Protein;Name=AT4G39330.1;Derives_from=AT4G39330.1"	AT4G39330.1
Chr4	18291268	18292740	+	"ID=AT4G39330.2-Protein;Name=AT4G39330.2;Derives_from=AT4G39330.2"	AT4G39330.2
Chr4	18293129	18293512	-	"ID=AT4G39340.1-Protein;Name=AT4G39340.1;Derives_from=AT4G39340.1"	AT4G39340.1
Chr4	18297078	18301890	+	"ID=AT4G39350.1-Protein;Name=AT4G39350.1;Derives_from=AT4G39350.1"	AT4G39350.1
Chr4	18303031	18303435	+	"ID=AT4G39360.1-Protein;Name=AT4G39360.1;Derives_from=AT4G39360.1"	AT4G39360.1
Chr4	18306392	18308625	+	"ID=AT4G39370.1-Protein;Name=AT4G39370.1;Derives_from=AT4G39370.1"	AT4G39370.1
Chr4	18306392	18307931	+	"ID=AT4G39370.2-Protein;Name=AT4G39370.2;Derives_from=AT4G39370.2"	AT4G39370.2
Chr4	18306392	18308625	+	"ID=AT4G39370.3-Protein;Name=AT4G39370.3;Derives_from=AT4G39370.3"	AT4G39370.3
Chr4	18309628	18311874	-	"ID=AT4G39380.1-Protein;Name=AT4G39380.1;Derives_from=AT4G39380.1"	AT4G39380.1
Chr4	18309628	18311874	-	"ID=AT4G39380.2-Protein;Name=AT4G39380.2;Derives_from=AT4G39380.2"	AT4G39380.2
Chr4	18316278	18317854	+	"ID=AT4G39390.1-Protein;Name=AT4G39390.1;Derives_from=AT4G39390.1"	AT4G39390.1
Chr4	18316278	18317854	+	"ID=AT4G39390.2-Protein;Name=AT4G39390.2;Derives_from=AT4G39390.2"	AT4G39390.2
Chr4	18316290	18317854	+	"ID=AT4G39390.3-Protein;Name=AT4G39390.3;Derives_from=AT4G39390.3"	AT4G39390.3
Chr4	18324826	18328416	+	"ID=AT4G39400.1-Protein;Name=AT4G39400.1;Derives_from=AT4G39400.1"	AT4G39400.1
Chr4	18329189	18329299	-	"ID=AT4G39403.1-Protein;Name=AT4G39403.1;Derives_from=AT4G39403.1"	AT4G39403.1
Chr4	18332937	18334789	-	"ID=AT4G39410.1-Protein;Name=AT4G39410.1;Derives_from=AT4G39410.1"	AT4G39410.1
Chr4	18339731	18354701	+	"ID=AT4G39420.1-Protein;Name=AT4G39420.1;Derives_from=AT4G39420.1"	AT4G39420.1
Chr4	18339731	18354701	+	"ID=AT4G39420.2-Protein;Name=AT4G39420.2;Derives_from=AT4G39420.2"	AT4G39420.2
Chr4	18356093	18358596	-	"ID=AT4G39460.1-Protein;Name=AT4G39460.1;Derives_from=AT4G39460.1"	AT4G39460.1
Chr4	18356093	18358596	-	"ID=AT4G39460.2-Protein;Name=AT4G39460.2;Derives_from=AT4G39460.2"	AT4G39460.2
Chr4	18359735	18361165	-	"ID=AT4G39470.1-Protein;Name=AT4G39470.1;Derives_from=AT4G39470.1"	AT4G39470.1
Chr4	18362558	18364108	+	"ID=AT4G39480.1-Protein;Name=AT4G39480.1;Derives_from=AT4G39480.1"	AT4G39480.1
Chr4	18365229	18366788	+	"ID=AT4G39490.1-Protein;Name=AT4G39490.1;Derives_from=AT4G39490.1"	AT4G39490.1
Chr4	18366950	18368359	-	"ID=AT4G39500.1-Protein;Name=AT4G39500.1;Derives_from=AT4G39500.1"	AT4G39500.1
Chr4	18368945	18370471	-	"ID=AT4G39510.1-Protein;Name=AT4G39510.1;Derives_from=AT4G39510.1"	AT4G39510.1
Chr4	18371329	18374000	-	"ID=AT4G39520.1-Protein;Name=AT4G39520.1;Derives_from=AT4G39520.1"	AT4G39520.1
Chr4	18374736	18377240	-	"ID=AT4G39530.1-Protein;Name=AT4G39530.1;Derives_from=AT4G39530.1"	AT4G39530.1
Chr4	18378561	18380253	+	"ID=AT4G39540.1-Protein;Name=AT4G39540.1;Derives_from=AT4G39540.1"	AT4G39540.1
Chr4	18378561	18380253	+	"ID=AT4G39540.2-Protein;Name=AT4G39540.2;Derives_from=AT4G39540.2"	AT4G39540.2
Chr4	18378561	18380253	+	"ID=AT4G39540.3-Protein;Name=AT4G39540.3;Derives_from=AT4G39540.3"	AT4G39540.3
Chr4	18380681	18381859	-	"ID=AT4G39550.1-Protein;Name=AT4G39550.1;Derives_from=AT4G39550.1"	AT4G39550.1
Chr4	18382940	18383740	-	"ID=AT4G39560.1-Protein;Name=AT4G39560.1;Derives_from=AT4G39560.1"	AT4G39560.1
